,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
436,wos,l bornmann,alternative metrics in scientometrics a meta analysis research into three altmetrics,Alternative metrics in scientometrics: a meta-analysis of research into three altmetrics,scientometrics,"altmetrics, blogging, mendeley, meta-analysis, microblogging, online reference managers, twitter",2015,English,10.1007/s11192-015-1565-y
437,wos,"xw wang, c liu, wl mao, z fang",open access advantage considering citation article usage social media attention,"The open access advantage considering citation, article usage and social media attention",scientometrics,"altmetrics, article-level metrics, open access, open access advantage, social media attention, usage metrics",2015,English,10.1007/s11192-015-1547-0
438,wos,c barnes,use altmetrics as a tool for measuring research impact,The Use of Altmetrics as a Tool for Measuring Research Impact,australian academic research libraries,"altmetrics, bibliometrics, f1000prime, internet social networks, mendeley, research impact, scientific communication, social web, twitter",2015,English,10.1080/00048623.2014.1003174
439,wos,"m thelwall, r fairclough",geometric journal impact factors correcting for individual highly cited articles,Geometric journal impact factors correcting for individual highly cited articles,journal of informetrics,"altmetrics, journal impact factors, mendeley",2015,English,10.1016/j.joi.2015.02.004
440,wos,m barros,altmetrics alternative metrics scientific impact based on social media,Altmetrics: alternative metrics of scientific impact based on social media,perspectivas em ciencia da informacao,"altmetrics, bibliometrics, impact factor, social media, webometrics",2015,Portuguese,10.1590/1981-5344/1782
441,wos,"s haustein, r costas, v lariviere",characterizing social media metrics scholarly papers effect document properties collaboration patterns,Characterizing Social Media Metrics of Scholarly Papers: The Effect of Document Properties and Collaboration Patterns,plos one,,2015,English,10.1371/journal.pone.0120495
442,wos,"a bazrafshan, aa haghdoost, m zare",a comparison downloads readership citations data for journal medical hypotheses ideas,"A comparison of downloads, readership and citations data for the Journal of Medical Hypotheses and Ideas",journal of medical hypotheses and ideas,"altmetrics, downloads, journal of medical hypotheses and ideas, journal usage indicators, readership",2015,English,10.1016/j.jmhi.2014.06.001
443,wos,jcf de winter,relationship between tweets citations article views for plos one articles,"The relationship between tweets, citations, and article views for PLOS ONE articles",scientometrics,"altmetrics, plos one, social media, twitter",2015,English,10.1007/s11192-014-1445-x
444,wos,p kraker,educational technology as seen through eyes readers,Educational technology as seen through the eyes of the readers,international journal of technology enhanced learning,"altmetrics, expert interviews, knowledge domain visualisation, mapping, qualitative methods, readership",2015,English,10.1504/ijtel.2015.071922
445,wos,x ren,quandary between communication certification individual academics views on open access open scholarship,The quandary between communication and certification Individual academics' views on Open Access and open scholarship,online information review,"academic publishing, altmetrics, attitudes, open access, peer review, scholarship",2015,English,10.1108/oir-04-2015-0129
446,wos,"n gonzalez-fernandez-villavicencio, mi dominguez-aroca, a calderon-rehecho, p garcia-hernandez",what role do librarians play in altmetrics,WHAT ROLE DO LIBRARIANS PLAY IN ALTMETRICS?,anales de documentacion,"academic library, altmetrics, librarians, researchers, scientific production metrics",2015,English,10.6018/analesdoc.18.2.222641
447,wos,d stuart,metrics for an increasingly complicated information ecosystem,Metrics for an increasingly complicated information ecosystem,online information review,"altmetrics, leiden manifesto, research metrics, scientometrics, time",2015,English,10.1108/oir-06-2015-0174
448,wos,ob onyancha,social media research an assessment coverage south african universities in researchgate web science webometrics ranking world universities,"Social media and research: an assessment of the coverage of South African universities in ResearchGate, Web of Science and the Webometrics Ranking of World Universities",south african journal of libraries and information science,"altmetrics, citation analysis, research, research impact, social media, south africa, universities, webometrics",2015,English,10.7553/81-1-1540
449,wos,"a kangas, t hujala",challenges in publishing producing assuring communicating quality,"Challenges in publishing: producing, assuring and communicating quality",silva fennica,"altmetrics, citation index, open access, peer review",2015,English,
450,wos,"r costas, z zahedi, p wouters",thematic orientation publications mentioned on social media large scale disciplinary comparison social media metrics with citations,The thematic orientation of publications mentioned on social media Large-scale disciplinary comparison of social media metrics with citations,aslib journal of information management,"altmetrics, bibliometrics, citation analysis, science indicators, science mapping, social media metrics",2015,English,10.1108/ajim-12-2014-0173
451,wos,"aa zuccala, ft verleysen, r cornacchia, tce engels",altmetrics for humanities comparing goodreads reader ratings with citations to history books,Altmetrics for the humanities Comparing Goodreads reader ratings with citations to history books,aslib journal of information management,"altmetrics, books, citation analysis, history, reader recommendation systems, scholarly communication",2015,English,10.1108/ajim-11-2014-0152
452,wos,td bowman,differences in personal professional tweets scholars,Differences in personal and professional tweets of scholars,aslib journal of information management,"affordance, altmetrics, frame analysis, impression management, social media, twitter",2015,English,10.1108/ajim-12-2014-0180
453,wos,r melero,altmetrics a complement to conventional metrics,Altmetrics - a complement to conventional metrics,biochemia medica,"altmetrics, article-level metrics, citation, social media",2015,English,10.11613/bm.2015.016
454,wos,d stuart,finding good enough metrics for uks research excellence framework,"Finding ""good enough"" metrics for the UK's research excellence framework",online information review,"altmetrics, research assessment, research excellence framework, research metrics, scientometrics",2015,English,10.1108/oir-01-2015-0021
455,wos,"na mazov, vn gureev",alternative approaches to assessing scientific results,Alternative approaches to assessing scientific results,herald of the russian academy of sciences,,2015,English,10.1134/s1019331615010116
456,wos,"p kraker, c schlogl, k jack, s lindstaedt",visualization co readership patterns from an online reference management system,Visualization of co-readership patterns from an online reference management system,journal of informetrics,"altmetrics, knowledge domain visualization, mapping, readership statistics, relational scientometrics, topical distribution",2015,English,10.1016/j.joi.2014.12.003
457,wos,jp alperin,geographic variation in social media metrics an analysis latin american journal articles,Geographic variation in social media metrics: an analysis of Latin American journal articles,aslib journal of information management,"altmetrics, latin america, metrics, scholarly publishing, scielo, social media",2015,English,10.1108/ajim-12-2014-0176
458,wos,l bornmann,usefulness altmetrics for measuring broader impact research a case study using data from plos f1000prime,Usefulness of altmetrics for measuring the broader impact of research A case study using data from PLOS and F1000Prime,aslib journal of information management,"altmetrics, f1000, facebook, figshare, mendeley, twitter",2015,English,10.1108/ajim-09-2014-0115
459,wos,rf araujo,social media scientific communication an altmetric analysis information science journals,Social media and scientific communication: an altmetric analysis of information science journals,em questao,"altmetrics, scientific communication, social media",2015,Portuguese,
460,wos,jl ortega,relationship between altmetric bibliometric indicators across academic social sites case csics members,Relationship between altmetric and bibliometric indicators across academic social sites: The case of CSIC's members,journal of informetrics,"academic search engines, academic social network sites, altmetrics, bibliometrics, csic",2015,English,10.1016/j.joi.2014.11.004
461,wos,"r shrivastava, p mahajan",relationship amongst researchgate altmetric indicators scopus bibliometric indicators case panjab university chandigarh india,Relationship amongst ResearchGate altmetric indicators and Scopus bibliometric indicators The case of Panjab University Chandigarh (India),new library world,"academic social networking, altmetrics, researchgate, scopus",2015,English,10.1108/nlw-03-2015-0017
462,wos,jl ortega,disciplinary differences in use academic social networking sites,Disciplinary differences in the use of academic social networking sites,online information review,"academic social sites, altmetrics, spanish national research council, webometrics",2015,English,10.1108/oir-03-2015-0093
463,wos,"kh chen, mc tang, cm wang, j hsiang",exploring alternative metrics scholarly performance in social sciences humanities in taiwan,Exploring alternative metrics of scholarly performance in the social sciences and humanities in Taiwan,scientometrics,"altmetrics, bibliometrics, evaluation metrics, research evaluation",2015,English,10.1007/s11192-014-1420-6
464,wos,"a samoilenko, t yasseri",distorted mirror wikipedia a quantitative analysis wikipedia coverage academics,The distorted mirror of Wikipedia: a quantitative analysis of Wikipedia coverage of academics,epj data science,"altmetrics, bibliometrics, crowd-scouring, h-index, online reputation, peer-production, scientometrics, wikipedia",2014,English,10.1140/epjds20
465,wos,"a dinsmore, l allen, k dolby",alternative perspectives on impact potential alms altmetrics to inform funders about research impact,Alternative Perspectives on Impact: The Potential of ALMs and Altmetrics to Inform Funders about Research Impact,plos biology,,2014,English,10.1371/journal.pbio.1002003
470,wos,"m thelwall, p wilson",regression for citation data an evaluation different methods,Regression for citation data: An evaluation of different methods,journal of informetrics,"altmetrics, citation distributions, informetrics, lognormal, powerlaw, regression",2014,English,10.1016/j.joi.2014.09.011
471,wos,"a mas-bleda, m thelwall, k kousha, if aguillo",do highly cited researchers successfully use social web,Do highly cited researchers successfully use the social web?,scientometrics,"assessment, europe, highly cited scientists, impact, indicators, social web, web presence",2014,English,10.1007/s11192-014-1345-0
472,wos,l bornmann,do altmetrics point to broader impact research an overview benefits disadvantages altmetrics,Do altmetrics point to the broader impact of research? An overview of benefits and disadvantages of altmetrics,journal of informetrics,"altmetrics, broader impact, scientometrics, societal impact",2014,English,10.1016/j.joi.2014.09.005
473,wos,l bornmann,validity altmetrics data for measuring societal impact a study using data from altmetric f1000prime,Validity of altmetrics data for measuring societal impact: A study using data from Altmetric and F1000Prime,journal of informetrics,"altmetrics, bibliometrics, f1000, societal impact, twitter",2014,English,10.1016/j.joi.2014.09.007
474,wos,sr knight,social media online attention as an early measure impact research in solid organ transplantation,Social Media and Online Attention as an Early Measure of the Impact of Research in Solid Organ Transplantation,transplantation,"altmetrics, impact, internet, social media, transplantation",2014,English,10.1097/tp.0000000000000307
475,wos,w gunn,on numbers freedom,ON NUMBERS AND FREEDOM,profesional de la informacion,"altmetrics, impact, metrics, trends",2014,English,10.3145/epi.2014.sep.02
476,wos,"k holmberg, td bowman, s haustein, i peters",astrophysicists conversational connections on twitter,Astrophysicists' Conversational Connections on Twitter,plos one,,2014,English,10.1371/journal.pone.0106086
477,wos,"e mohammadi, m thelwall",mendeley readership altmetrics for social sciences humanities research evaluation knowledge flows,Mendeley Readership Altmetrics for the Social Sciences and Humanities: Research Evaluation and Knowledge Flows,journal of the association for information science and technology,,2014,English,10.1002/asi.23071
478,wos,d crotty,altmetrics finding meaningful needles in data haystack,Altmetrics: Finding Meaningful Needles in the Data Haystack,serials review,"altmetrics, impact factor, research assessment, scholarly communication",2014,English,10.1080/00987913.2014.947839
479,wos,e adie,taking alternative mainstream,TAKING THE ALTERNATIVE MAINSTREAM,profesional de la informacion,"alternative metrics, altmetrics, citations, citations count, impact, impact assessment, scientific articles",2014,English,10.3145/epi.2014.jul.01
480,wos,a borrego,altmetrics for research evaluation analysis needs information,ALTMETRICS FOR THE RESEARCH EVALUATION AND THE ANALYSIS OF THE NEEDS OF INFORMATION,profesional de la informacion,"altmetrics, citation analysis, information behaviour, information needs, research evaluation",2014,Spanish,10.3145/epi.2014.jul.02
481,wos,"n robinson-garcia, d torres-salinas, z zahedi, r costas",new data new possibilities exploring insides altmetric,"NEW DATA, NEW POSSIBILITIES: EXPLORING THE INSIDES OF ALTMETRIC.COM",profesional de la informacion,"altmetric.com, altmetrics, coverage, mendeley, social impact, twitter, web 2.0.",2014,English,10.3145/epi.2014.jul.03
482,wos,"d torres-salinas, y milanes-guisado",presence on social networks altmetrics authors frequently published in journal ei profesional informacion,Presence on social networks and altmetrics of authors frequently published in the journal EI profesional de la informacion,profesional de la informacion,"altmetrics, author level metrics, citeulike, communication, el profesional de la informacion, epi, library and information science, mendeley, slideshare, social networks, social web, twitter, web of science",2014,Spanish,10.3145/epi.2014.jul.04
483,wos,j bar-ilan,astrophysics publications on arxiv scopus mendeley a case study,"Astrophysics publications on arXiv, Scopus and Mendeley: a case study",scientometrics,"altmetrics, arxiv, citations, mendeley, scopus, subject-base repositories",2014,English,10.1007/s11192-013-1215-1
484,wos,e marine-roig,a webometric analysis travel blogs review hosting case catalonia,A Webometric Analysis of Travel Blogs and Review Hosting: The Case of Catalonia,journal of travel tourism marketing,"altmetrics, catalonia, travel blog, user-generated travel review, web hosting, webometrics",2014,English,10.1080/10548408.2013.877413
485,wos,"xw wang, wl mao, sm xu, cb zhang",usage history scientific literature nature metrics metrics nature publications,Usage history of scientific literature: Nature metrics and metrics of Nature publications,scientometrics,"altmetrics, article-level metrics, download, nature metrics, page view, usage data",2014,English,10.1007/s11192-013-1167-5
486,wos,"p sud, m thelwall",evaluating altmetrics,Evaluating altmetrics,scientometrics,"altmetrics, indicators, webometrics",2014,English,10.1007/s11192-013-1117-2
487,wos,"s haustein, td bowman, k holmberg, i peters, v lariviere",astrophysicists on twitter an in depth analysis tweeting scientific publication behavior,Astrophysicists on Twitter An in-depth analysis of tweeting and scientific publication behavior,aslib journal of information management,"altmetrics, bibliometrics, citation analysis, micro-blogging, social media, twitter",2014,English,10.1108/ajim-09-2013-0081
488,wos,"k balster, v bross, s graves, m moore, sa purtee, aj rathemacher, e ripley, f rosen, md winek",reports conferences institutes seminars,"Reports of Conferences, Institutes, and Seminars",serials review,,2014,English,10.1080/00987913.2014.897177
489,wos,"cl liu, yq xu, h wu, ss chen, jj guo",correlation interaction visualization altmetric indicators extracted from scholarly social network activities dimensions structure,Correlation and Interaction Visualization of Altmetric Indicators Extracted From Scholarly Social Network Activities: Dimensions and Structure,journal of medical internet research,"altmetrics, article-level metrics, dimension, indicator, scholarly social network tools, structure",2013,English,10.2196/jmir.2707
490,wos,"e mohammadi, m thelwall",assessing non standard article impact using f1000 labels,Assessing non-standard article impact using F1000 labels,scientometrics,"altmetrics, beyond impact, faculty of f1000, post-publishing peer review, research assessment",2013,English,10.1007/s11192-013-0993-9
491,wos,"d torres-salinas, a cabezas-clavijo, e jimenez-contreras",altmetrics new indicators for scientific communication in web 2 0,Altmetrics: New Indicators for Scientific Communication in Web 2.0,comunicar,"communication, information, internet, quantitative methods, science, scientific communication, social networks, social web, web 2.0",2013,English,10.3916/c41-2013-05
492,wos,"a garnett, g lee, j illes",publication trends in neuroimaging minimally conscious states,Publication trends in neuroimaging of minimally conscious states,peerj,"altmetrics, bioethics, clinical research, minimally conscious states, neuroimaging, persistent vegetative state",2013,English,10.7717/peerj.155
493,wos,"r rousseau, fy ye",a multi metric approach for research evaluation,A multi-metric approach for research evaluation,chinese science bulletin,"altmetrics, influmetrics, informetrics, multi-metric approach, research evaluation",2013,English,10.1007/s11434-013-5939-3
494,wos,a osterrieder,value use social media as communication tool in plant sciences,The value and use of social media as communication tool in the plant sciences,plant methods,"blogging, hashtag, science communication, social media, social networking",2013,English,10.1186/1746-4811-9-26
495,wos,"m thelwall, s haustein, v lariviere, cr sugimoto",do altmetrics work twitter ten other social web services,Do Altmetrics Work? Twitter and Ten Other Social Web Services,plos one,,2013,English,10.1371/journal.pone.0064841
496,wos,"xw wang, z wang, sm xu",tracing scientists research trends realtimely,Tracing scientist's research trends realtimely,scientometrics,"altmetrics, download, realtime, research trend, scientometrics, springer",2013,English,10.1007/s11192-012-0884-5
497,wos,"e adie, w roe",altmetric enriching scholarly content with article level discussion metrics,Altmetric: enriching scholarly content with article-level discussion and metrics,learned publishing,,2013,English,10.1087/20130103
498,wos,p mcfedries,measuring impact altmetrics,Measuring the Impact of Altmetrics,ieee spectrum,,2012,English,10.1109/mspec.2012.6247557
