,doi,title,journal,year,vol,issue,document_type,authors,url,keywords,authors_l,title_l,journal_l,keywords_l
380,10.1097/phh.0000000000000673,Getting the Word Out,Journal of Public Health Management and Practice,2018,24,2,Article,"Brownson, Ross C.; Eyler, Amy A.; Harris, Jenine K.; Moore, Justin B.; Tabak, Rachel G.",https://app.dimensions.ai/details/publication/pub.1091549123,1117 Public Health and Health Services; 11 Medical and Health Sciences,"ross c. brownson, amy a. eyler, jenine k. harris, justin b. moore, rachel g. tabak",getting the word out,journal of public health management and practice,"11 medical and health sciences, 1117 public health and health services"
381,10.1056/nejmoa1701632,Airway Mucin Concentration as a Marker of Chronic Bronchitis,New England Journal of Medicine,2017,377,10,Article,"Kesimer, Mehmet; Ford, Amina A; Ceppe, Agathe; Radicioni, Giorgia; Cao, Rui; Davis, C William; Doerschuk, Claire M; Alexis, Neil E; Anderson, Wayne H; Henderson, Ashley G; Barr, R Graham; Bleecker, Eugene R; Christenson, Stephanie A; Cooper, Christopher B; Han, MeiLan K; Hansel, Nadia N; Hastie, Annette T; Hoffman, Eric A; Kanner, Richard E; Martinez, Fernando; Paine, Robert; Woodruff, Prescott G; O'Neal, Wanda K; Boucher, Richard C",https://app.dimensions.ai/details/publication/pub.1091506315,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,"mehmet kesimer, amina a ford, agathe ceppe, giorgia radicioni, rui cao, c william davis, claire m doerschuk, neil e alexis, wayne h anderson, ashley g henderson, r graham barr, eugene r bleecker, stephanie a christenson, christopher b cooper, meilan k han, nadia n hansel, annette t hastie, eric a hoffman, richard e kanner, fernando martinez, robert paine, prescott g woodruff, wanda k o'neal, richard c boucher",airway mucin concentration as a marker of chronic bronchitis,new england journal of medicine,"11 medical and health sciences, 1102 cardiorespiratory medicine and haematology"
382,10.1136/jech-2016-208601,"Evolution of Wikipedia’s medical content: past, present and future",Journal of Epidemiology & Community Health,2017,71,11,Article,"Shafee, Thomas; Masukume, Gwinyai; Kipersztok, Lisa; Das, Diptanshu; Häggström, Mikael; Heilman, James",https://app.dimensions.ai/details/publication/pub.1091433141,16 Studies in Human Society; 1117 Public Health and Health Services; 1604 Human Geography; 11 Medical and Health Sciences,"thomas shafee, gwinyai masukume, lisa kipersztok, diptanshu das, mikael haggstrom, james heilman",evolution of wikipedias medical content past present and future,journal of epidemiology community health,"11 medical and health sciences, 1117 public health and health services, 16 studies in human society, 1604 human geography"
383,10.1056/nejmoa1707914,Antiinflammatory Therapy with Canakinumab for Atherosclerotic Disease,New England Journal of Medicine,2017,377,12,Article,"Ridker, Paul M; Everett, Brendan M; Thuren, Tom; MacFadyen, Jean G; Chang, William H; Ballantyne, Christie; Fonseca, Francisco; Nicolau, Jose; Koenig, Wolfgang; Anker, Stefan D; Kastelein, John J P; Cornel, Jan H; Pais, Prem; Pella, Daniel; Genest, Jacques; Cifkova, Renata; Lorenzatti, Alberto; Forster, Tamas; Kobalava, Zhanna; Vida-Simiti, Luminita; Flather, Marcus; Shimokawa, Hiroaki; Ogawa, Hisao; Dellborg, Mikael; Rossi, Paulo R F; Troquay, Roland P T; Libby, Peter; Glynn, Robert J",https://app.dimensions.ai/details/publication/pub.1091368663,11 Medical and Health Sciences; 1103 Clinical Sciences,"paul m ridker, brendan m everett, tom thuren, jean g macfadyen, william h chang, christie ballantyne, francisco fonseca, jose nicolau, wolfgang koenig, stefan d anker, john j p kastelein, jan h cornel, prem pais, daniel pella, jacques genest, renata cifkova, alberto lorenzatti, tamas forster, zhanna kobalava, luminita vida-simiti, marcus flather, hiroaki shimokawa, hisao ogawa, mikael dellborg, paulo r f rossi, roland p t troquay, peter libby, robert j glynn",antiinflammatory therapy with canakinumab for atherosclerotic disease,new england journal of medicine,"11 medical and health sciences, 1103 clinical sciences"
384,10.1212/wnl.0000000000004415,A natural history study of X-linked myotubular myopathy,Neurology,2017,89,13,Article,"Amburgey, Kimberly; Tsuchiya, Etsuko; de Chastonay, Sabine; Glueck, Michael; Alverez, Rachel; Nguyen, Cam-Tu; Rutkowski, Anne; Hornyak, Joseph; Beggs, Alan H; Dowling, James J",https://app.dimensions.ai/details/publication/pub.1091356376,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,"kimberly amburgey, etsuko tsuchiya, sabine de chastonay, michael glueck, rachel alverez, cam-tu nguyen, anne rutkowski, joseph hornyak, alan h beggs, james j dowling",a natural history study of x linked myotubular myopathy,neurology,"11 medical and health sciences, 1103 clinical sciences, 1117 public health and health services"
385,10.1371/journal.pone.0183551,The unbearable emptiness of tweeting—About journal articles,PLoS ONE,2017,12,8,Article,"Robinson-Garcia, Nicolas; Costas, Rodrigo; Isett, Kimberley; Melkers, Julia; Hicks, Diana",https://app.dimensions.ai/details/publication/pub.1091338590,1608 Sociology; 16 Studies in Human Society,"nicolas robinson-garcia, rodrigo costas, kimberley isett, julia melkers, diana hicks",the unbearable emptiness of tweetingabout journal articles,plos one,"16 studies in human society, 1608 sociology"
386,10.1080/10520295.2017.1355476,An update on the validation of whole slide imaging systems following FDA approval of a system for a routine pathology diagnostic service in the United States,Biotechnic & Histochemistry,2017,92,6,Article,"Boyce, BF",https://app.dimensions.ai/details/publication/pub.1091330512,1108 Medical Microbiology; 11 Medical and Health Sciences,bf boyce,an update on the validation of whole slide imaging systems following fda approval of a system for a routine pathology diagnostic service in the united states,biotechnic histochemistry,"11 medical and health sciences, 1108 medical microbiology"
387,10.1056/nejmoa1603693,"Global, Regional, and National Burden of Rheumatic Heart Disease, 1990–2015",New England Journal of Medicine,2017,377,8,Article,"Watkins, David A.; Johnson, Catherine O.; Colquhoun, Samantha M.; Karthikeyan, Ganesan; Beaton, Andrea; Bukhman, Gene; Forouzanfar, Mohammed H.; Longenecker, Christopher T.; Mayosi, Bongani M.; Mensah, George A.; Nascimento, Bruno R.; Ribeiro, Antonio L.P.; Sable, Craig A.; Steer, Andrew C.; Naghavi, Mohsen; Mokdad, Ali H.; Murray, Christopher J.L.; Vos, Theo; Carapetis, Jonathan R.; Roth, Gregory A.",https://app.dimensions.ai/details/publication/pub.1091322611,1102 Cardiorespiratory Medicine and Haematology; 1117 Public Health and Health Services; 11 Medical and Health Sciences,"david a. watkins, catherine o. johnson, samantha m. colquhoun, ganesan karthikeyan, andrea beaton, gene bukhman, mohammed h. forouzanfar, christopher t. longenecker, bongani m. mayosi, george a. mensah, bruno r. nascimento, antonio l.p. ribeiro, craig a. sable, andrew c. steer, mohsen naghavi, ali h. mokdad, christopher j.l. murray, theo vos, jonathan r. carapetis, gregory a. roth",global regional and national burden of rheumatic heart disease 19902015,new england journal of medicine,"11 medical and health sciences, 1102 cardiorespiratory medicine and haematology, 1117 public health and health services"
388,10.1136/neurintsurg-2017-013265,"Bibliometric indices: defining academic productivity and citation rates of researchers, departments and journals",Journal of NeuroInterventional Surgery,2018,10,2,Article,"Garner, Rebecca M; Hirsch, Joshua A; Albuquerque, Felipe C; Fargen, Kyle M",https://app.dimensions.ai/details/publication/pub.1091296193,17 Psychology and Cognitive Sciences; 1701 Psychology,"rebecca m garner, joshua a hirsch, felipe c albuquerque, kyle m fargen",bibliometric indices defining academic productivity and citation rates of researchers departments and journals,journal of neurointerventional surgery,"17 psychology and cognitive sciences, 1701 psychology"
389,10.5811/westjem.2017.6.34849,Loaded Questions: Internet Commenters’ Opinions on Physician-Patient Firearm Safety Conversations,Western Journal of Emergency Medicine,2017,18,5,Article,"Knoepke, Christopher E.; Allen, Amanda; Ranney, Megan L.; Wintemute, Garen J.; Matlock, Daniel D.; Betz, Marian E.",https://app.dimensions.ai/details/publication/pub.1091266460,1117 Public Health and Health Services; 11 Medical and Health Sciences,"christopher e. knoepke, amanda allen, megan l. ranney, garen j. wintemute, daniel d. matlock, marian e. betz",loaded questions internet commenters opinions on physician patient firearm safety conversations,western journal of emergency medicine,"11 medical and health sciences, 1117 public health and health services"
390,10.1212/wnl.0000000000004364,18F-AV-1451 binds to motor-related subcortical gray and white matter in corticobasal syndrome,Neurology,2017,89,11,Article,"Cho, Hanna; Baek, Min Seok; Choi, Jae Yong; Lee, Seung Ha; Kim, Joong Seok; Ryu, Young Hoon; Lee, Myung Sik; Lyoo, Chul Hyoung",https://app.dimensions.ai/details/publication/pub.1091247276,1109 Neurosciences; 11 Medical and Health Sciences,"hanna cho, min seok baek, jae yong choi, seung ha lee, joong seok kim, young hoon ryu, myung sik lee, chul hyoung lyoo",18f av 1451 binds to motor related subcortical gray and white matter in corticobasal syndrome,neurology,"11 medical and health sciences, 1109 neurosciences"
391,10.1097/acm.0000000000001897,Beyond Citation Rates,Academic Medicine,2017,92,10,Article,"Maggio, Lauren A.; Meyer, Holly S.; Artino, Anthony R.",https://app.dimensions.ai/details/publication/pub.1091233260,1302 Curriculum and Pedagogy; 13 Education,"lauren a. maggio, holly s. meyer, anthony r. artino",beyond citation rates,academic medicine,"13 education, 1302 curriculum and pedagogy"
392,10.1371/journal.pone.0183217,Analysing researchers’ outreach efforts and the association with publication metrics: A case study of Kudos,PLoS ONE,2017,12,8,Article,"Erdt, Mojisola; Aung, Htet Htet; Aw, Ashley Sara; Rapple, Charlie; Theng, Yin-Leng",https://app.dimensions.ai/details/publication/pub.1091229181,08 Information and Computing Sciences; 0806 Information Systems,"mojisola erdt, htet htet aung, ashley sara aw, charlie rapple, yin-leng theng",analysing researchers outreach efforts and the association with publication metrics a case study of kudos,plos one,"08 information and computing sciences, 0806 information systems"
393,10.1016/j.wneu.2017.08.021,The Top-100 Most-Cited Articles on Meningioma,World Neurosurgery,2017,107,0,Article,"Almutairi, Othman; Albakr, Abdulrahman; Al-Habib, Amro; Ajlan, Abdulrazag",https://app.dimensions.ai/details/publication/pub.1091147846,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,"othman almutairi, abdulrahman albakr, amro al-habib, abdulrazag ajlan",the top 100 most cited articles on meningioma,world neurosurgery,"11 medical and health sciences, 1103 clinical sciences, 1109 neurosciences"
394,10.1056/nejmoa1700153,Influenza Vaccine Effectiveness in the United States during the 2015–2016 Season,New England Journal of Medicine,2017,377,6,Article,"Jackson, Michael L; Chung, Jessie R; Jackson, Lisa A; Phillips, C Hallie; Benoit, Joyce; Monto, Arnold S; Martin, Emily T; Belongia, Edward A; McLean, Huong Q; Gaglani, Manjusha; Murthy, Kempapura; Zimmerman, Richard; Nowalk, Mary P; Fry, Alicia M; Flannery, Brendan",https://app.dimensions.ai/details/publication/pub.1091120370,1117 Public Health and Health Services; 11 Medical and Health Sciences,"michael l jackson, jessie r chung, lisa a jackson, c hallie phillips, joyce benoit, arnold s monto, emily t martin, edward a belongia, huong q mclean, manjusha gaglani, kempapura murthy, richard zimmerman, mary p nowalk, alicia m fry, brendan flannery",influenza vaccine effectiveness in the united states during the 20152016 season,new england journal of medicine,"11 medical and health sciences, 1117 public health and health services"
395,10.12688/f1000research.12185.1,"The new alchemy: Online networking, data sharing and research activity distribution tools for scientists",F1000Research,2017,6,0,Article,"Williams, Antony J.; Peck, Lou; Ekins, Sean",https://app.dimensions.ai/details/publication/pub.1091039649,08 Information and Computing Sciences; 0806 Information Systems,"antony j. williams, lou peck, sean ekins",the new alchemy online networking data sharing and research activity distribution tools for scientists,f1000research,"08 information and computing sciences, 0806 information systems"
396,10.1016/j.cvex.2017.04.010,How to Report Exotic Animal Research,Veterinary Clinics of North America Exotic Animal Practice,2017,20,3,Article,"Di Girolamo, Nicola; Winter, Alexandra L.",https://app.dimensions.ai/details/publication/pub.1090993292,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences,"nicola di girolamo, alexandra l. winter",how to report exotic animal research,veterinary clinics of north america exotic animal practice,"07 agricultural and veterinary sciences, 0707 veterinary sciences"
397,10.1016/j.nutres.2017.07.011,Gaps and opportunities for nutrition research in relation to non-communicable diseases in Arab countries: Call for an informed research agenda,Nutrition Research,2017,47,0,Article,"Naja, Farah; Shatila, Hibeh; Meho, Lokman; Alameddine, Mohamad; Haber, Sally; Nasreddine, Lara; Sibai, Abla Mehio; Hwalla, Nahla",https://app.dimensions.ai/details/publication/pub.1090957073,1117 Public Health and Health Services; 11 Medical and Health Sciences,"farah naja, hibeh shatila, lokman meho, mohamad alameddine, sally haber, lara nasreddine, abla mehio sibai, nahla hwalla",gaps and opportunities for nutrition research in relation to non communicable diseases in arab countries call for an informed research agenda,nutrition research,"11 medical and health sciences, 1117 public health and health services"
398,10.1016/j.euf.2016.11.010,Perceived Role of Social Media in Urologic Knowledge Acquisition Among Young Urologists: A European Survey,European Urology Focus,2018,4,5,Article,"Rivas, Juan Gomez; Socarras, Moises Rodriguez; Patruno, Giulio; Uvin, Pieter; Esperto, Francesco; Dinis, Paulo Jorge; Roupret, Morgan; Borgmann, Hendrik",https://app.dimensions.ai/details/publication/pub.1090926960,1608 Sociology; 16 Studies in Human Society,"juan gomez rivas, moises rodriguez socarras, giulio patruno, pieter uvin, francesco esperto, paulo jorge dinis, morgan roupret, hendrik borgmann",perceived role of social media in urologic knowledge acquisition among young urologists a european survey,european urology focus,"16 studies in human society, 1608 sociology"
399,10.1212/wnl.0000000000004274,Loss of cutaneous large and small fibers in naive and L-dopa–treated PD patients,Neurology,2017,89,8,Article,"Nolano, Maria; Provitera, Vincenzo; Manganelli, Fiore; Iodice, Rosa; Stancanelli, Annamaria; Caporaso, Giuseppe; Saltalamacchia, Annamaria; Califano, Francesca; Lanzillo, Bernardo; Picillo, Marina; Barone, Paolo; Santoro, Lucio",https://app.dimensions.ai/details/publication/pub.1090908283,1109 Neurosciences; 11 Medical and Health Sciences,"maria nolano, vincenzo provitera, fiore manganelli, rosa iodice, annamaria stancanelli, giuseppe caporaso, annamaria saltalamacchia, francesca califano, bernardo lanzillo, marina picillo, paolo barone, lucio santoro",loss of cutaneous large and small fibers in naive and l dopatreated pd patients,neurology,"11 medical and health sciences, 1109 neurosciences"
400,10.1067/j.cpradiol.2017.06.005,Altmetrics: A Measure of Social Attention toward Scientific Research,Current Problems in Diagnostic Radiology,2017,46,6,Article,"Baheti, Akshay D.; Bhargava, Puneet",https://app.dimensions.ai/details/publication/pub.1090892743,08 Information and Computing Sciences; 0806 Information Systems,"akshay d. baheti, puneet bhargava",altmetrics a measure of social attention toward scientific research,current problems in diagnostic radiology,"08 information and computing sciences, 0806 information systems"
401,10.1111/odi.12714,Measuring the social impact of dental research: An insight into the most influential articles on the Web,Oral Diseases,2017,23,8,Article,"Delli, K.; Livas, C.; Spijkervet, F.K.L.; Vissink, A.",https://app.dimensions.ai/details/publication/pub.1090867257,11 Medical and Health Sciences; 1105 Dentistry,"k. delli, c. livas, f.k.l. spijkervet, a. vissink",measuring the social impact of dental research an insight into the most influential articles on the web,oral diseases,"11 medical and health sciences, 1105 dentistry"
402,10.1016/j.tree.2017.06.011,Publishing with Objective Charisma: Breaking Science’s Paradox,Trends in Ecology & Evolution,2017,32,11,Article,"Doubleday, Zoë A.; Connell, Sean D.",https://app.dimensions.ai/details/publication/pub.1090807146,05 Environmental Sciences; 06 Biological Sciences,"zoe a. doubleday, sean d. connell",publishing with objective charisma breaking sciences paradox,trends in ecology evolution,"05 environmental sciences, 06 biological sciences"
403,10.5588/pha.16.0090,Ten tips to improve the visibility and dissemination of research for policy makers and practitioners,Public Health Action,2017,7,1,Article,"Tripathy, J P; Bhatnagar, A; Shewade, H D; Kumar, A M V; Zachariah, R; Harries, A D",https://app.dimensions.ai/details/publication/pub.1090775021,1117 Public Health and Health Services; 11 Medical and Health Sciences,"j p tripathy, a bhatnagar, h d shewade, a m v kumar, r zachariah, a d harries",ten tips to improve the visibility and dissemination of research for policy makers and practitioners,public health action,"11 medical and health sciences, 1117 public health and health services"
404,10.1111/medu.13359,Comparing alternative and traditional dissemination metrics in medical education,Medical Education,2017,51,9,Article,"Amath, Aysah; Ambacher, Kristin; Leddy, John J; Wood, Timothy J; Ramnanan, Christopher J",https://app.dimensions.ai/details/publication/pub.1090744127,17 Psychology and Cognitive Sciences; 11 Medical and Health Sciences; 13 Education,"aysah amath, kristin ambacher, john j leddy, timothy j wood, christopher j ramnanan",comparing alternative and traditional dissemination metrics in medical education,medical education,"11 medical and health sciences, 13 education, 17 psychology and cognitive sciences"
405,10.1212/wnl.0000000000004207,"Breastfeeding, ovulatory years, and risk of multiple sclerosis",Neurology,2017,89,6,Article,"Langer-Gould, Annette; Smith, Jessica B; Hellwig, Kerstin; Gonzales, Edlin; Haraszti, Samantha; Koebnick, Corinna; Xiang, Anny",https://app.dimensions.ai/details/publication/pub.1090692847,1117 Public Health and Health Services; 11 Medical and Health Sciences,"annette langer-gould, jessica b smith, kerstin hellwig, edlin gonzales, samantha haraszti, corinna koebnick, anny xiang",breastfeeding ovulatory years and risk of multiple sclerosis,neurology,"11 medical and health sciences, 1117 public health and health services"
406,10.7860/jcdr/2017/26153.10078,Altmetrics - A Collated Adjunct Beyond Citations for Scholarly Impact: A Systematic Review.,Journal of Clinical and Diagnostic Research,2017,11,6,Article,"Patthi, Basavaraj; Prasad, Monika; Gupta, Ritu; Singla, Ashish; Kumar, Jishnu Krishna; Dhama, Kuldeep; Ali, Irfan; Niraj, Lav Kumar",https://app.dimensions.ai/details/publication/pub.1090650495,08 Information and Computing Sciences; 0806 Information Systems,"basavaraj patthi, monika prasad, ritu gupta, ashish singla, jishnu krishna kumar, kuldeep dhama, irfan ali, lav kumar niraj",altmetrics a collated adjunct beyond citations for scholarly impact a systematic review,journal of clinical and diagnostic research,"08 information and computing sciences, 0806 information systems"
407,10.1371/journal.pone.0179722,Metric-based vs peer-reviewed evaluation of a research output: Lesson learnt from UK’s national research assessment exercise,PLoS ONE,2017,12,7,Article,"Koya, Kushwanth; Chowdhury, Gobinda",https://app.dimensions.ai/details/publication/pub.1090604162,1402 Applied Economics; 14 Economics,"kushwanth koya, gobinda chowdhury",metric based vs peer reviewed evaluation of a research output lesson learnt from uks national research assessment exercise,plos one,"14 economics, 1402 applied economics"
408,10.1212/wnl.0000000000004186,Occipital headaches and neuroimaging in children,Neurology,2017,89,5,Article,"Bear, Joshua J; Gelfand, Amy A; Goadsby, Peter J; Bass, Nancy",https://app.dimensions.ai/details/publication/pub.1090392031,1109 Neurosciences; 11 Medical and Health Sciences,"joshua j bear, amy a gelfand, peter j goadsby, nancy bass",occipital headaches and neuroimaging in children,neurology,"11 medical and health sciences, 1109 neurosciences"
409,10.1016/j.jdent.2017.06.012,"Open Access: Concepts, findings, and recommendations for stakeholders in dentistry",Journal of Dentistry,2017,64,0,Article,"Hua, Fang; Shen, Cenyu; Walsh, Tanya; Glenny, Anne-Marie; Worthington, Helen",https://app.dimensions.ai/details/publication/pub.1090305675,1117 Public Health and Health Services; 11 Medical and Health Sciences,"fang hua, cenyu shen, tanya walsh, anne-marie glenny, helen worthington",open access concepts findings and recommendations for stakeholders in dentistry,journal of dentistry,"11 medical and health sciences, 1117 public health and health services"
410,10.1177/2192568217713732,Publication Rate of Podium Presentations From the North American Spine Society Annual Meetings,Global Spine Journal,2018,8,3,Article,"Raudenbush, Brandon; Frost, Chelsea; Okafor, Richard; Chen, Chongshu; Qui, Xing; Mesfin, Addisu",https://app.dimensions.ai/details/publication/pub.1086192519,11 Medical and Health Sciences; 1103 Clinical Sciences,"brandon raudenbush, chelsea frost, richard okafor, chongshu chen, xing qui, addisu mesfin",publication rate of podium presentations from the north american spine society annual meetings,global spine journal,"11 medical and health sciences, 1103 clinical sciences"
411,10.1371/journal.pone.0179630,What do computer scientists tweet? Analyzing the link-sharing practice on Twitter,PLoS ONE,2017,12,6,Article,"Schmitt, Marco; Jäschke, Robert",https://app.dimensions.ai/details/publication/pub.1086108485,08 Information and Computing Sciences; 0806 Information Systems,"marco schmitt, robert jaschke",what do computer scientists tweet analyzing the link sharing practice on twitter,plos one,"08 information and computing sciences, 0806 information systems"
412,10.1016/j.semcdb.2017.06.004,The Manchester Fly Facility: Implementing an objective-driven long-term science communication initiative,Seminars in Cell and Developmental Biology,2017,70,0,Article,"Patel, Sanjai; Prokop, Andreas",https://app.dimensions.ai/details/publication/pub.1086038909,06 Biological Sciences; 11 Medical and Health Sciences; 0601 Biochemistry and Cell Biology; 1114 Paediatrics and Reproductive Medicine,"sanjai patel, andreas prokop",the manchester fly facility implementing an objective driven long term science communication initiative,seminars in cell and developmental biology,"06 biological sciences, 0601 biochemistry and cell biology, 11 medical and health sciences, 1114 paediatrics and reproductive medicine"
413,10.1002/lary.26727,"Social media presence of otolaryngology journals: The past, present, and future",The Laryngoscope,2018,128,2,Article,"Wong, Kevin; Piraquive, Jacquelyn; Levi, Jessica R.",https://app.dimensions.ai/details/publication/pub.1085969059,11 Medical and Health Sciences; 1103 Clinical Sciences,"kevin wong, jacquelyn piraquive, jessica r. levi",social media presence of otolaryngology journals the past present and future,the laryngoscope,"11 medical and health sciences, 1103 clinical sciences"
414,10.1093/ejo/cjx050,Looking Beyond Traditional Metrics in Orthodontics: An Altmetric Study on the Most Discussed Articles on the Web.,European Journal of Orthodontics,2018,40,2,Article,"Livas, Christos; Delli, Konstantina",https://app.dimensions.ai/details/publication/pub.1085952625,11 Medical and Health Sciences; 1105 Dentistry,"christos livas, konstantina delli",looking beyond traditional metrics in orthodontics an altmetric study on the most discussed articles on the web,european journal of orthodontics,"11 medical and health sciences, 1105 dentistry"
415,10.4097/kjae.2017.70.3.327,Characteristics of the similarity index in a Korean medical journal,Korean Journal of Anesthesiology,2017,70,3,Article,"Chung, Seunghyun; Lee, Jeunghyuk; Lee, Younsuk; Park, Ha Yeon; Kim, Daehwan",https://app.dimensions.ai/details/publication/pub.1085791892,1117 Public Health and Health Services; 11 Medical and Health Sciences,"seunghyun chung, jeunghyuk lee, younsuk lee, ha yeon park, daehwan kim",characteristics of the similarity index in a korean medical journal,korean journal of anesthesiology,"11 medical and health sciences, 1117 public health and health services"
416,10.2106/jbjs.rvw.16.00059,The Scholarly Influence of Orthopaedic Research According to Conventional and Alternative Metrics,JBJS Reviews,2017,5,5,Article,"Evaniew, Nathan; Adili, Anthony F.; Ghert, Michelle; Khan, Moin; Madden, Kim; Smith, Christopher; Bhandari, Mohit",https://app.dimensions.ai/details/publication/pub.1085704149,1117 Public Health and Health Services; 11 Medical and Health Sciences,"nathan evaniew, anthony f. adili, michelle ghert, moin khan, kim madden, christopher smith, mohit bhandari",the scholarly influence of orthopaedic research according to conventional and alternative metrics,jbjs reviews,"11 medical and health sciences, 1117 public health and health services"
417,10.1186/s41073-017-0033-z,Factors associated with online media attention to research: a cohort study of articles evaluating cancer treatments,Research Integrity and Peer Review,2017,2,1,Article,"Haneef, Romana; Ravaud, Philippe; Baron, Gabriel; Ghosn, Lina; Boutron, Isabelle",https://app.dimensions.ai/details/publication/pub.1085628450,1117 Public Health and Health Services; 11 Medical and Health Sciences,"romana haneef, philippe ravaud, gabriel baron, lina ghosn, isabelle boutron",factors associated with online media attention to research a cohort study of articles evaluating cancer treatments,research integrity and peer review,"11 medical and health sciences, 1117 public health and health services"
418,10.1080/10410236.2017.1323538,Creation of an Integrated Knowledge Translation Process to Improve Pediatric Emergency Care in Canada,Health Communication,2018,33,8,Article,"Featherstone, Robin M.; Leggett, Carly; Knisley, Lisa; Jabbour, Mona; Klassen, Terry P.; Scott, Shannon D.; Van De Mosselaer, Greg; Hartling, Lisa",https://app.dimensions.ai/details/publication/pub.1085617410,1117 Public Health and Health Services; 11 Medical and Health Sciences,"robin m. featherstone, carly leggett, lisa knisley, mona jabbour, terry p. klassen, shannon d. scott, greg van de mosselaer, lisa hartling",creation of an integrated knowledge translation process to improve pediatric emergency care in canada,health communication,"11 medical and health sciences, 1117 public health and health services"
419,10.1097/01.naj.0000520256.42212.fc,Navigating the Publishing Process,American Journal of Nursing,2017,117,6,Article,"Roush, Karen",https://app.dimensions.ai/details/publication/pub.1085609682,1110 Nursing; 11 Medical and Health Sciences,karen roush,navigating the publishing process,american journal of nursing,"11 medical and health sciences, 1110 nursing"
420,10.1111/bju.13872,Citation indices for social media articles in urology,BJU International,2017,119,S5,Article,"Calopedos, Ross J. S.; Garcia, Cindy; Rashid, Prem; Murphy, Declan G.; Lawrentschuk, Nathan; Woo, Henry H.",https://app.dimensions.ai/details/publication/pub.1085563805,11 Medical and Health Sciences; 1103 Clinical Sciences,"ross j. s. calopedos, cindy garcia, prem rashid, declan g. murphy, nathan lawrentschuk, henry h. woo",citation indices for social media articles in urology,bju international,"11 medical and health sciences, 1103 clinical sciences"
421,10.1038/sj.bdj.2017.408,Altmetric analysis of 2015 dental literature: a cross sectional survey,British Dental Journal,2017,222,9,Article,"Kolahi, J.; Iranmanesh, P.; Khazaei, S.",https://app.dimensions.ai/details/publication/pub.1085397875,11 Medical and Health Sciences; 1105 Dentistry,"j. kolahi, p. iranmanesh, s. khazaei",altmetric analysis of 2015 dental literature a cross sectional survey,british dental journal,"11 medical and health sciences, 1105 dentistry"
422,10.1016/j.jbi.2017.05.006,Developing a framework for digital objects in the Big Data to Knowledge (BD2K) commons: Report from the Commons Framework Pilots workshop,Journal of Biomedical Informatics,2017,71,0,Article,"Jagodnik, Kathleen M.; Koplev, Simon; Jenkins, Sherry L.; Ohno-Machado, Lucila; Paten, Benedict; Schurer, Stephan C.; Dumontier, Michel; Verborgh, Ruben; Bui, Alex; Ping, Peipei; McKenna, Neil J.; Madduri, Ravi; Pillai, Ajay; Ma'ayan, Avi",https://app.dimensions.ai/details/publication/pub.1085382125,08 Information and Computing Sciences; 0806 Information Systems,"kathleen m. jagodnik, simon koplev, sherry l. jenkins, lucila ohno-machado, benedict paten, stephan c. schurer, michel dumontier, ruben verborgh, alex bui, peipei ping, neil j. mckenna, ravi madduri, ajay pillai, avi ma'ayan",developing a framework for digital objects in the big data to knowledge bd2k commons report from the commons framework pilots workshop,journal of biomedical informatics,"08 information and computing sciences, 0806 information systems"
423,10.12688/f1000research.11369.1,What is open peer review? A systematic review,F1000Research,2017,6,0,Article,"Ross-Hellauer, Tony",https://app.dimensions.ai/details/publication/pub.1085366047,08 Information and Computing Sciences; 0806 Information Systems,tony ross-hellauer,what is open peer review a systematic review,f1000research,"08 information and computing sciences, 0806 information systems"
424,10.1093/nar/gkx400,mTCTScan: a comprehensive platform for annotation and prioritization of mutations affecting drug sensitivity in cancers,Nucleic Acids Research,2017,45,W1,Article,"Li, Mulin Jun; Yao, Hongcheng; Huang, Dandan; Liu, Huanhuan; Liu, Zipeng; Xu, Hang; Qin, Yiming; Prinz, Jeanette; Xia, Weiyi; Wang, Panwen; Yan, Bin; Tran, Nhan L.; Kocher, Jean-Pierre; Sham, Pak C.; Wang, Junwen",https://app.dimensions.ai/details/publication/pub.1085213210,0601 Biochemistry and Cell Biology; 06 Biological Sciences,"mulin jun li, hongcheng yao, dandan huang, huanhuan liu, zipeng liu, hang xu, yiming qin, jeanette prinz, weiyi xia, panwen wang, bin yan, nhan l. tran, jean-pierre kocher, pak c. sham, junwen wang",mtctscan a comprehensive platform for annotation and prioritization of mutations affecting drug sensitivity in cancers,nucleic acids research,"06 biological sciences, 0601 biochemistry and cell biology"
